SF_ARTIKLA,NAZIV,VR_ART_PROIZ,KOMENTAR,VR_ARTIKLA,VR_JEDINICA,KOL_ULAZNA,KOl_IZLAZNA,KOL_KRITICNA,CIJ_NABAVNA,CIJ_PRODAJNA,CIJ_PROD_KOEF,VR_PROIZVODA,ID_OPERATER
2251,"Papir copy deluxe fabriano A4",0,"0",11,9,60,0,0,0,0,0,2,6
2252,"DVD-R 120/4.7GB Cake Print",0,"0",10,2,0,0,0,0,0,0,1,6
2253,"CD-R 80/700MB",0,"0",10,2,5300,0,200,0.121,0,0,1,2
2254,"Koverta velika E4/4 natron vreća",0,"0",10,2,0,0,0,0,0,0,1,6
2255,"Ljepilo termocol 2410",0,"0",10,11,0,0,0,0,0,0,1,6
2256,"Prazno polje",0,"0",10,2,0,0,0,0,0,0,1,6
2257,"AK kutija 400x300x110",0,"0",10,2,0,0,0,0,0,0,1,6
2258,"Boja Skala Exact pso 9702 Crvena",6,"0",11,11,152.5,0,0,0,0,0,1,6
2259,"Boja Skala Exact pso 9703 Plava",6,"0",11,11,167.5,0,0,0,0,0,1,6
2260,"Boja Skala Exact pso 9701 Žuta",6,"0",11,11,212.5,0,0,0,0,0,1,6
2261,"P-73 korektor olovka",0,"0",11,2,2,0,0,0,0,0,1,6
2262,"Marker staedtler lumoc 350-9 crni",0,"0",11,2,0,0,0,0,0,0,1,6
2263,"Boja Skala Exact S 9705 Crna inteziv",6,"0",11,11,0,0,0,0,0,0,1,6
2264,"Offset",0,"0",1,6,0,0,1000,0.027,0.03,0,1,2
2265,"Boja Skala Exact pso 9704 Crna ",6,"0",11,11,0,0,0,0,0,0,1,6
2266,"Offset",0,"0",1,6,0,0,1,0.024,0.029,0,1,5
2267,"Bel Pak",0,"0",1,6,0,0,1,0.083,0.08699999999999999,0,1,5
2268,"Etui za akreditacije PVC sa kopčom",1,"0",11,2,850,0,0,0,0,0,2,6
2269,"Selotejp traka 15x33 prozirni ",0,"0",11,2,0,0,0,0,0,0,1,6
2270,"Predlist A4 PVC 180ml 100/1 pro",0,"0",11,9,0,0,0,0,0,0,2,6
2271,"Registrator uski  A4 50P",0,"0",7,2,0,0,0,0,0,0,1,6
2272,"Korice za binder plave 71-105",0,"0",10,2,40,0,10,10,0,0,2,2
2273,"7/16 Srebrna",0,"0",5,7,9,0,1,0,0,0,2,2
2274,"Grafopak (triplex)",0,"Loš papir, za leđa kalendara i slično",1,6,176,0,300,0.098,0.11,0,1,2
2275,"Grafopak (triplex)",0,"0",1,6,0,0,1000,0.065,0.07000000000000001,0,1,2
2276,"7/16 Bijela",0,"0",5,7,0,0,1,0,0,0,2,52
2277,"Boja PMS 2745",0,"0",11,11,0,0,0,0,0,0,1,52
2278,"Boja PMS COOL Gray 11",0,"0",11,11,0,0,0,0,0,0,1,52
2279,"Ljepilo HEN.TEHN.TACK 3880 stranično",0,"0",11,11,50,0,1,0,0,0,1,52
2280,"Ljepilo PACOL - 300",0,"0",11,11,360,0,0,0,0,0,1,52
2281,"Boja zlatna Hartmann RG 2735",0,"0",11,11,1,0,1,0,0,0,1,52
2282,"Folija za plastifikaciju 32 cm x 500 m Mat i Sjajna",0,"Antika BG",9,1,33.02,0,0,33,0,0,2,2
2283,"Selotejp Traka Prozirna 48x66",0,"0",11,2,252,0,0,0.8,0,0,1,52
2284,"DVD-R Maxell 4.7GB",0,"0",10,2,1200,0,200,0.17,0,0,2,2
2285,"Boja IROCART V28500",0,"0",11,11,2.5,0,0,13.7,0,0,2,2
2286,"Signir Staedtler Clasic 364 WP4",0,"0",11,2,1,0,0,2.2,0,0,1,52
2287,"Marker Staedtler 342-9 Crni",0,"0",7,2,3,0,0,0.7,0,0,1,52
2288,"Folija za plastif. 450 sjajna",0,"0",11,11,19.8,0,0,3.9,0,0,1,52
2289,"Kunstdruck",0,"0",1,6,0,0,200,0.026,0.029,0,1,2
2290,"Munken",0,"0",1,6,0,0,500,0.035,0.037,0,1,2
2291,"Offset",0,"0",1,6,3505,0,2000,0.019,0.021,0,1,2
2292,"NCR",0,"0",1,6,0,0,1000,0.034,0.035,0,1,2
2293,"Offset",0,"0",1,6,0,0,300,0.053,0.07000000000000001,0,1,2
2294,"Fabriano Avorio",0,"Za Indiju",1,6,0,0,200,0.15,0.18,0,1,2
2295,"Fabriano Avorio",0,"0",1,6,0,0,0,0.08749999999999999,0.1,0,1,2
2296,"Simbol Card",0,"0",1,6,0,0,500,0.3168,0.36,0,1,2
2297,"Novel",0,"1kg=0,95€",1,6,0,0,500,0.03487,0.036,0,1,2
2298,"Novel",0,"0",1,6,0,0,500,0.0175,0.018,0,1,2
2299,"Novel",0,"0",1,6,8000,0,500,0.008500000000000001,0.008999999999999999,0,1,2
2300,"Simbol Card",0,"0",1,6,576,0,500,0.076,0.08,0,1,2
2301,"Sirio Pearl",0,"0",1,6,0,0,500,0.375,0.46,0,1,2
2302,"Platno Bordo (1 m širine)",0,"Platno Bordo, rolna 1m širine x 106 m = 222,60€",1,6,0,0,0,2.1,2.3,0,1,2
2303,"Fabriano Avorio",0,"0",1,6,0,0,1000,0.375,0.45,0,1,2
2304,"Fornex naljepnice",0,"0",1,6,0,0,100,0.052,0.08,0,1,2
2305,"NCR",0,"0",1,6,0,0,0,0.0195,0.023,0,1,2
2306,"Muflon",0,"0",1,6,0,0,0,0.14,0.18,0,1,2
2307,"Normalisata Catanele",0,"0",1,6,0,0,0,0.058,0.065,0,1,2
2308,"Fornax - ricovan A4",0,"Samoljepljivi u različitim naljepnicama",1,6,0,0,1000,0.052,0.07000000000000001,0,1,2
2309,"American LUX (Fabriano, OysterShell, IceWhite)",0,"0",8,2,250,0,0,0.35,0,0,2,2
2310,"Ice White",0,"0",1,6,0,0,0,0.4,0.45,0,1,2
2311,"Flora Avorio",0,"0",1,6,0,0,100,0.375,0.45,0,1,2
2312,"Agfa Synaps XM",0,"079",1,6,0,0,0,1.2,1.4,0,1,2
2313,"Fabriano multipaper Extra White (digitalni)",0,"0",1,6,0,0,0,0.112,0.13,0,1,2
2314,"Agfa Synaps XM",0,"0",1,6,0,0,0,1.2,1.4,0,1,2
2315,"Century Acquarello Avorio",0,"0",1,6,0,0,100,0.85,1.5,0,1,2
2316,"Linen bijeli (Const Snow E34)",0,"0",1,6,0,0,0,1,1.1,0,1,2
2317,"Offset",0,"0,048545 €/sra3",1,6,2196,0,100,0.055,0.065,0,1,2
2318,"Aurum (gold)",0,"0",1,6,0,0,100,0.5,0.6,0,1,2
2319,"Golden Leaf",0,"0",1,6,0,0,100,0.4,0.45,0,1,2
2320,"Folija za korice providna 180 mic (A34)",0,"0",1,6,0,0,100,0.1,0.16,0,1,2
2321,"Sirio E20 Perla ",0,"0",1,6,0,0,100,0.375,0.46,0,1,2
2322,"Imitlin E/R15 (Linen)",0,"0",1,6,0,0,200,0.05445,0.065,0,1,2
2323,"Sirio E29 Bruno 290g",0,"0",1,6,0,0,100,0.375,0.46,0,1,2
2324,"Sirio E20 Sabbia 290g",0,"0",1,6,0,0,100,0.375,0.46,0,1,2
2325,"Bianco (kao obična) 170 x 170",0,"0",8,2,0,0,100,0.25,0,0,1,2
2326,"Offset",0,"0",1,6,0,0,5000,0.0128,0.016,0,1,2
2327,"Sirio Pearl Platinum",0,"0",1,6,0,0,100,0.375,0.45,0,1,2
2328,"Fabriano Bianco",0,"0",1,6,0,0,300,0.15,0.18,0,1,2
2329,"Fabriano Bianco",0,"0",1,6,0,0,500,0.08749999999999999,0.1,0,1,2
2330,"Agfa Synaps XM",0,"0",1,6,0,0,30,1,1.4,0,1,2
2331,"Simbol Card",0,"0",1,6,0,0,100,0.089,0.1,0,1,2
2332,"Fabriano Avorio 230 x 320",0,"0",8,2,0,0,100,0.5,0,0,2,2
2333,"Fabriano Avorio 160 x 230",0,"0",8,2,0,0,100,0.35,0,0,2,2
2334,"Offset",0,"0",1,6,800,0,300,0.08500000000000001,0.1,0,1,2
2335,"Simbol Card",0,"0",1,6,400,0,200,0.11,0.14,0,1,2
2336,"B3 (300 x 400)",0,"0",8,2,0,0,50,0.15,0,0,2,2
2337,"Offset Koverta 300 x 400",0,"0",1,6,0,0,0,0.1,0.15,0,1,2
2338,"digitalni",0,"0",1,6,0,0,0,2,3,0,1,2
